Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2019-000936;06/05/2019;RagSoc-0043;RagSoc;Frutta;Prugne;Maggio;5;2019;30; 4,26 € ;kg;18;76,68;76,68;20%;32;124,016;Differita;30/05/2019;50;25/06/2019
2019-000938;01/01/2019;Privato-0388;Privato;Altre piante;Piante d'arredo;Annuale;1;2019;5; 32,01 € ;Pezzo;8;256,08;256,08;20%;2;309,296;Differita;05/01/2019;64;06/03/2019
2019-000939;11/04/2019;Privato-0397;Privato;Ortaggi;Zucchine;Aprile;4;2019;11; 22,04 € ;kg;1;22,04;22,04;20%;0;26,448;Immediata;11/04/2019;0;11/04/2019
2019-000940;14/05/2019;Privato-0683;Privato;Frutta;Amarene;Maggio;5;2019;17; 1,18 € ;kg;4;4,72;4,72;20%;0;5,664;Differita;17/05/2019;88;10/08/2019
2019-000942;13/09/2019;Privato-0332;Privato;Viti;Uva da tavola;Settembre;9;2019;14; 22,48 € ;q;12;269,76;269,76;20%;1;324,712;Differita;14/09/2019;5;18/09/2019
2019-000943;10/04/2019;Privato-0043;Privato;Ortaggi;Pomodori;Aprile;4;2019;11; 2,32 € ;kg;11;25,52;25,52;20%;3;33,624;Differita;11/04/2019;30;10/05/2019
2019-000944;07/05/2019;Privato-0769;Privato;Frutta;Mele;Maggio;5;2019;7; 0,95 € ;kg;20;19;19;20%;25;47,8;Immediata;07/05/2019;0;07/05/2019
2019-000946;07/04/2019;Privato-0294;Privato;Ortaggi;Asparagi;Aprile;4;2019;15; 2,21 € ;kg;9;19,89;19,89;20%;55;78,868;Differita;15/04/2019;64;10/06/2019
2019-000948;27/04/2019;Privato-0555;Privato;Frutta;Ciliegie;Maggio;5;2019;2; 1,78 € ;kg;14;24,92;24,92;20%;41;70,904;Differita;02/05/2019;44;10/06/2019
2019-000951;20/06/2019;Privato-0418;Privato;Cereali;Grano tenero;Giugno;6;2019;27; 317,59 € ;t;9;2858,31;2858,31;20%;0;3429,972;Differita;27/06/2019;65;24/08/2019
2019-000956;19/04/2019;Privato-0257;Privato;Ortaggi;Meloni;Aprile;4;2019;30; 1,50 € ;kg;16;24;27;20%;12;44,4;Differita;30/04/2019;88;16/07/2019
2019-000956;11/03/2019;RagSoc-0055;RagSoc;Ortaggi;Meloni;Aprile;4;2019;22; 1,50 € ;kg;2;3;27;20%;5;37,4;Differita;22/04/2019;14;25/03/2019
2019-000959;08/04/2019;Privato-0430;Privato;Ortaggi;Fagiolini;Aprile;4;2019;10; 10,16 € ;kg;12;121,92;121,92;20%;2;148,304;Differita;10/04/2019;55;02/06/2019
2019-000960;01/04/2019;Privato-0431;Privato;Ortaggi;Spinaci;Aprile;4;2019;3; 5,04 € ;kg;6;30,24;2575,36;20%;15;3105,432;Differita;03/04/2019;40;11/05/2019
2019-000960;06/09/2019;Privato-0672;Privato;Cereali;Farro;Settembre;9;2019;6; 318,14 € ;t;8;2545,12;2575,36;20%;0;3090,432;Immediata;06/09/2019;0;06/09/2019
2019-000961;28/04/2019;Privato-0350;Privato;Frutta;Ciliegie;Maggio;5;2019;1; 1,78 € ;kg;17;30,26;30,26;20%;15;51,312;Differita;01/05/2019;56;23/06/2019
2019-000968;11/08/2019;RagSoc-0113;RagSoc;Cereali;Mais;Settembre;9;2019;24; 293,38 € ;t;20;5867,6;5892,49;20%;41;7111,988;Differita;24/09/2019;21;01/09/2019
2019-000968;28/03/2019;RagSoc-0056;RagSoc;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;20; 1,31 € ;Confezione;19;24,89;5892,49;20%;4;7074,988;Differita;20/04/2019;47;14/05/2019
2019-000969;21/03/2019;RagSoc-0106;RagSoc;Spezie piante aromatiche;Salvia;Aprile;4;2019;18; 1,14 € ;Confezione;8;9,12;82,08;20%;3;101,496;Differita;18/04/2019;90;19/06/2019
2019-000969;14/08/2019;Privato-0700;Privato;Frutta;Cachi;Agosto;8;2019;15; 3,84 € ;kg;19;72,96;82,08;20%;20;118,496;Differita;15/08/2019;30;13/09/2019
2019-000970;25/08/2019;Privato-0512;Privato;Frutta in guscio;Pistacchi;Agosto;8;2019;25; 3,61 € ;kg;20;72,2;72,2;20%;53;139,64;Immediata;25/08/2019;0;25/08/2019
2019-000971;23/07/2019;RagSoc-0088;RagSoc;Ortaggi;Broccoli;Settembre;9;2019;2; 22,73 € ;kg;19;431,87;431,87;20%;2;520,244;Differita;02/09/2019;45;06/09/2019
2019-000972;02/09/2019;Privato-0538;Privato;Cereali;Orzo;Settembre;9;2019;2; 316,64 € ;t;16;5066,24;5066,24;20%;49;6128,488;Immediata;02/09/2019;0;02/09/2019
2019-000973;14/04/2019;Privato-0054;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;14; 1,31 € ;Confezione;16;20,96;20,96;20%;0;25,152;Immediata;14/04/2019;0;14/04/2019
2019-000974;22/01/2019;Privato-0164;Privato;Altre piante;Piante per l'industria;Annuale;1;2019;22; 37,73 € ;Pezzo;15;565,95;565,95;20%;3;682,14;Immediata;22/01/2019;0;22/01/2019
2019-000975;23/02/2019;RagSoc-0067;RagSoc;Ortaggi;Fagiolini;Aprile;4;2019;6; 10,16 € ;kg;4;40,64;40,64;20%;3;51,768;Differita;06/04/2019;92;26/05/2019
2019-000977;22/06/2019;RagSoc-0087;RagSoc;Frutta in guscio;Anacardi;Agosto;8;2019;15; 7,86 € ;kg;17;133,62;163,88;20%;23;219,656;Differita;15/08/2019;87;17/09/2019
2019-000977;24/03/2019;RagSoc-0018;RagSoc;Frutta;Ciliegie;Maggio;5;2019;2; 1,78 € ;kg;17;30,26;163,88;20%;1;197,656;Differita;02/05/2019;90;22/06/2019
2019-000978;01/04/2019;RagSoc-0023;RagSoc;Frutta;Fragole;Maggio;5;2019;16; 4,94 € ;kg;19;93,86;155,74;20%;1;187,888;Differita;16/05/2019;72;12/06/2019
2019-000978;05/05/2019;Privato-0229;Privato;Frutta;Pesche;Maggio;5;2019;11; 4,76 € ;kg;13;61,88;155,74;20%;29;215,888;Differita;11/05/2019;101;14/08/2019
2019-000979;16/04/2019;Privato-0229;Privato;Ortaggi;Zucchine;Aprile;4;2019;19; 22,04 € ;kg;9;198,36;198,36;20%;11;249,032;Differita;19/04/2019;74;29/06/2019
2019-000982;19/04/2019;Privato-0293;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2019;22; 0,80 € ;Confezione;11;8,8;127,6;20%;6;159,12;Differita;22/04/2019;56;14/06/2019
2019-000982;22/08/2019;RagSoc-0041;RagSoc;Ortaggi;Patate;Settembre;9;2019;30; 19,80 € ;kg;6;118,8;127,6;20%;27;180,12;Differita;30/09/2019;90;20/11/2019
2019-000983;23/08/2019;Privato-0061;Privato;Frutta;Pere;Agosto;8;2019;25; 2,82 € ;kg;5;14,1;14,1;20%;9;25,92;Differita;25/08/2019;30;22/09/2019
2019-000984;17/04/2019;Privato-0194;Privato;Spezie piante aromatiche;Origano;Aprile;4;2019;18; 1,04 € ;Confezione;11;11,44;11,44;20%;20;33,728;Differita;18/04/2019;53;09/06/2019
2019-000986;17/03/2019;RagSoc-0087;RagSoc;Spezie piante aromatiche;Origano;Aprile;4;2019;4; 1,04 € ;Confezione;3;3,12;9,2;20%;6;17,04;Differita;04/04/2019;118;13/07/2019
2019-000986;06/05/2019;Privato-0465;Privato;Frutti di bosco;Ribes;Maggio;5;2019;8; 1,52 € ;kg;4;6,08;9,2;20%;8;19,04;Differita;08/05/2019;10;16/05/2019
2019-000988;29/03/2019;RagSoc-0036;RagSoc;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;14; 1,31 € ;Confezione;19;24,89;235,79;20%;1;283,948;Differita;14/04/2019;4;02/04/2019
2019-000988;18/09/2019;Privato-0268;Privato;Ortaggi;Finocchi;Settembre;9;2019;18; 14,06 € ;kg;15;210,9;235,79;20%;27;309,948;Immediata;18/09/2019;0;18/09/2019
2019-000989;16/02/2019;RagSoc-0074;RagSoc;Legumi;Lenticchie;Aprile;4;2019;10; 113,58 € ;q;16;1817,28;1997,24;20%;31;2427,688;Differita;10/04/2019;62;19/04/2019
2019-000989;17/12/2019;RagSoc-0014;RagSoc;Altre piante;Piante d'arredo;Annuale;1;2020;21; 32,01 € ;Pezzo;4;128,04;1997,24;20%;8;2404,688;Differita;21/01/2020;103;29/03/2020
2019-000989;11/05/2019;Privato-0583;Privato;Frutti di bosco;Lamponi;Maggio;5;2019;13; 4,72 € ;kg;11;51,92;1997,24;20%;6;2402,688;Differita;13/05/2019;116;04/09/2019
2019-000990;16/08/2019;Privato-0620;Privato;Frutta;Cachi;Agosto;8;2019;19; 3,84 € ;kg;3;11,52;11,52;20%;3;16,824;Differita;19/08/2019;70;25/10/2019
2019-000991;27/08/2019;Privato-0538;Privato;Cereali;Orzo;Settembre;9;2019;14; 316,64 € ;t;12;3799,68;3799,68;20%;2;4561,616;Differita;14/09/2019;120;25/12/2019
2019-000995;03/09/2019;Privato-0658;Privato;Ortaggi;Broccoli;Settembre;9;2019;6; 22,73 € ;kg;20;454,6;454,6;20%;8;553,52;Differita;06/09/2019;30;03/10/2019
2019-000996;26/04/2019;Privato-0743;Privato;Frutta;Ciliegie;Maggio;5;2019;2; 1,78 € ;kg;17;30,26;88,01;20%;7;112,612;Differita;02/05/2019;109;13/08/2019
2019-000996;18/04/2019;Privato-0206;Privato;Ortaggi;Carote;Aprile;4;2019;20; 8,25 € ;kg;7;57,75;88,01;20%;2;107,612;Differita;20/04/2019;35;23/05/2019
2019-000997;27/03/2019;RagSoc-0072;RagSoc;Ortaggi;Melanzane;Aprile;4;2019;27; 11,22 € ;kg;2;22,44;22,44;20%;41;67,928;Differita;27/04/2019;90;25/06/2019
2019-000999;20/08/2019;Privato-0519;Privato;Frutta in guscio;Anacardi;Agosto;8;2019;25; 7,86 € ;kg;8;62,88;62,88;20%;17;92,456;Differita;25/08/2019;26;15/09/2019
2020-000001;01/08/2020;Privato-0516;Privato;Frutta;Mele cotogne;Agosto;8;2020;15; 0,90 € ;kg;4;3,6;3,6;20%;5;9,32;Differita;15/08/2020;42;12/09/2020
2020-000004;02/04/2020;Privato-0699;Privato;Ortaggi;Carote;Aprile;4;2020;2; 8,25 € ;kg;5;41,25;41,25;20%;17;66,5;Immediata;02/04/2020;0;02/04/2020
2020-000006;23/05/2020;Privato-0276;Privato;Frutti di bosco;Lamponi;Maggio;5;2020;24; 4,72 € ;kg;18;84,96;121,81;20%;12;158,172;Differita;24/05/2020;49;11/07/2020
2020-000006;04/08/2020;Privato-0600;Privato;Frutta in guscio;Noci;Agosto;8;2020;9; 7,37 € ;kg;5;36,85;121,81;20%;30;176,172;Differita;09/08/2020;35;08/09/2020
2020-000007;26/04/2020;Privato-0183;Privato;Ortaggi;Zucchine;Aprile;4;2020;26; 22,04 € ;kg;11;242,44;2515,03;20%;2;3020,036;Immediata;26/04/2020;0;26/04/2020
2020-000007;12/04/2020;Privato-0622;Privato;Legumi;Ceci;Aprile;4;2020;21; 98,73 € ;q;19;1875,87;2515,03;20%;8;3026,036;Differita;21/04/2020;3;15/04/2020
2020-000007;08/03/2020;RagSoc-0110;RagSoc;Ortaggi;Zucchine;Aprile;4;2020;24; 22,04 € ;kg;18;396,72;2515,03;20%;1;3019,036;Differita;24/04/2020;110;26/06/2020
2020-000009;18/05/2020;Privato-0591;Privato;Frutta;Amarene;Maggio;5;2020;19; 1,18 € ;kg;16;18,88;32,02;20%;2;40,424;Differita;19/05/2020;72;29/07/2020
2020-000009;15/05/2020;Privato-0753;Privato;Frutta;Albicocche;Maggio;5;2020;15; 4,38 € ;kg;3;13,14;32,02;20%;0;38,424;Immediata;15/05/2020;0;15/05/2020
2020-000010;22/05/2020;Privato-0446;Privato;Frutta;Albicocche;Maggio;5;2020;24; 4,38 € ;kg;6;26,28;26,28;20%;1;32,536;Differita;24/05/2020;76;06/08/2020
2020-000011;02/03/2020;RagSoc-0067;RagSoc;Ortaggi;Meloni;Aprile;4;2020;4; 1,50 € ;kg;9;13,5;52,94;20%;23;86,528;Differita;04/04/2020;13;15/03/2020
2020-000011;24/04/2020;Privato-0179;Privato;Ortaggi;Pomodori;Aprile;4;2020;24; 2,32 € ;kg;17;39,44;52,94;20%;6;69,528;Immediata;24/04/2020;0;24/04/2020
2020-000012;22/03/2020;Privato-0346;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2020;5; 1,14 € ;Confezione;20;22,8;22,8;20%;1;28,36;Differita;05/04/2020;117;17/07/2020
2020-000013;25/06/2020;Privato-0795;Privato;Cereali;Sorgo;Giugno;6;2020;25; 329,91 € ;t;15;4948,65;9480,81;20%;25;11401,972;Immediata;25/06/2020;0;25/06/2020
2020-000013;19/04/2020;Privato-0618;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2020;26; 0,80 € ;Confezione;10;8;9480,81;20%;56;11432,972;Differita;26/04/2020;96;24/07/2020
2020-000013;25/05/2020;Privato-0705;Privato;Frutti di bosco;Mirtilli;Maggio;5;2020;28; 5,70 € ;kg;16;91,2;9480,81;20%;2;11378,972;Differita;28/05/2020;116;18/09/2020
2020-000013;23/09/2020;Privato-0679;Privato;Cereali;Orzo;Settembre;9;2020;24; 316,64 € ;t;14;4432,96;9480,81;20%;3;11379,972;Differita;24/09/2020;65;27/11/2020
2020-000014;29/03/2020;RagSoc-0074;RagSoc;Frutti di bosco;Ribes;Maggio;5;2020;25; 1,52 € ;kg;8;12,16;26,08;20%;4;35,296;Differita;25/05/2020;92;29/06/2020
2020-000014;29/04/2020;RagSoc-0077;RagSoc;Ortaggi;Pomodori;Aprile;4;2020;29; 2,32 € ;kg;6;13,92;26,08;20%;19;50,296;Immediata;29/04/2020;0;29/04/2020
2020-000017;24/04/2020;Privato-0427;Privato;Ortaggi;Zucchine;Aprile;4;2020;24; 22,04 € ;kg;9;198,36;198,36;20%;2;240,032;Immediata;24/04/2020;0;24/04/2020
2020-000018;30/04/2020;Privato-0379;Privato;Legumi;Lenticchie;Aprile;4;2020;30; 113,58 € ;q;2;227,16;227,16;20%;5;277,592;Immediata;30/04/2020;0;30/04/2020
2020-000019;09/09/2020;Privato-0453;Privato;Ortaggi;Sedano;Settembre;9;2020;9; 8,57 € ;kg;17;145,69;145,69;20%;3;177,828;Immediata;09/09/2020;0;09/09/2020
2020-000020;19/04/2020;Privato-0362;Privato;Ortaggi;Cetrioli;Aprile;4;2020;23; 12,08 € ;kg;5;60,4;701,46;20%;3;844,752;Differita;23/04/2020;31;20/05/2020
2020-000020;03/09/2020;Privato-0729;Privato;Viti;Uva per vinificazione;Settembre;9;2020;5; 33,74 € ;q;19;641,06;701,46;20%;17;858,752;Differita;05/09/2020;98;10/12/2020
2020-000021;22/04/2020;Privato-0748;Privato;Ortaggi;Zucchine;Aprile;4;2020;28; 22,04 € ;kg;2;44,08;1671,27;20%;19;2024,524;Differita;28/04/2020;74;05/07/2020
2020-000021;07/06/2020;Privato-0217;Privato;Cereali;Grano tenero;Giugno;6;2020;11; 317,59 € ;t;5;1587,95;1671,27;20%;21;2026,524;Differita;11/06/2020;18;25/06/2020
2020-000021;11/02/2020;RagSoc-0100;RagSoc;Ortaggi;Cicoria;Aprile;4;2020;6; 19,62 € ;kg;2;39,24;1671,27;20%;3;2008,524;Differita;06/04/2020;107;28/05/2020
2020-000024;21/04/2020;Privato-0165;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2020;21; 1,14 € ;Confezione;15;17,1;17,1;20%;0;20,52;Immediata;21/04/2020;0;21/04/2020
2020-000025;08/08/2020;Privato-0070;Privato;Frutta;Mele cotogne;Agosto;8;2020;9; 0,90 € ;kg;7;6,3;6,3;20%;5;12,56;Differita;09/08/2020;98;14/11/2020
2020-000026;21/03/2020;RagSoc-0096;RagSoc;Frutta;Albicocche;Maggio;5;2020;10; 4,38 € ;kg;6;26,28;74,04;20%;8;96,848;Differita;10/05/2020;90;19/06/2020
2020-000026;15/08/2020;Privato-0409;Privato;Frutta in guscio;Semi girasole;Agosto;8;2020;15; 3,98 € ;kg;12;47,76;74,04;20%;10;98,848;Immediata;15/08/2020;0;15/08/2020
2020-000027;19/06/2020;Privato-0025;Privato;Cereali;Miglio;Giugno;6;2020;30; 322,65 € ;t;20;6453;7249,71;20%;14;8713,652;Differita;30/06/2020;98;25/09/2020
2020-000027;23/09/2020;Privato-0192;Privato;Ortaggi;Cavolfiori;Settembre;9;2020;29; 23,94 € ;kg;3;71,82;7249,71;20%;56;8755,652;Differita;29/09/2020;92;24/12/2020
2020-000027;07/04/2020;RagSoc-0011;RagSoc;Legumi;Ceci;Aprile;4;2020;16; 98,73 € ;q;7;691,11;7249,71;20%;6;8705,652;Differita;16/04/2020;65;11/06/2020
2020-000027;19/08/2020;RagSoc-0030;RagSoc;Ortaggi;Cavolfiori;Settembre;9;2020;1; 23,94 € ;kg;1;23,94;7249,71;20%;75;8774,652;Differita;01/09/2020;31;19/09/2020
2020-000027;03/08/2020;Privato-0409;Privato;Frutta;Melograno;Agosto;8;2020;6; 3,28 € ;kg;3;9,84;7249,71;20%;19;8718,652;Differita;06/08/2020;101;12/11/2020
2020-000030;05/04/2020;RagSoc-0051;RagSoc;Legumi;Fave;Aprile;4;2020;8; 117,01 € ;q;9;1053,09;1053,09;20%;18;1281,708;Differita;08/04/2020;0;05/04/2020
2020-000031;19/04/2020;Privato-0171;Privato;Spezie piante aromatiche;Menta;Aprile;4;2020;23; 0,55 € ;Confezione;4;2,2;499,32;20%;29;628,184;Differita;23/04/2020;5;24/04/2020
2020-000031;01/01/2020;Privato-0127;Privato;Erbe officinali;Erbe diverse;Annuale;1;2020;1; 62,14 € ;kg;8;497,12;499,32;20%;28;627,184;Immediata;01/01/2020;0;01/01/2020
2020-000033;07/06/2020;RagSoc-0065;RagSoc;Cereali;Sorgo;Giugno;6;2020;30; 329,91 € ;t;19;6268,29;6268,29;20%;13;7534,948;Differita;30/06/2020;74;20/08/2020
2020-000034;11/05/2020;Privato-0666;Privato;Frutta;Prugne;Maggio;5;2020;11; 4,26 € ;kg;13;55,38;55,38;20%;13;79,456;Immediata;11/05/2020;0;11/05/2020
2020-000035;09/04/2020;Privato-0767;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2020;12; 1,31 € ;Confezione;3;3,93;3,93;20%;14;18,716;Differita;12/04/2020;43;22/05/2020
2020-000037;20/06/2020;Privato-0452;Privato;Cereali;Sorgo;Giugno;6;2020;20; 329,91 € ;t;4;1319,64;1319,64;20%;0;1583,568;Immediata;20/06/2020;0;20/06/2020
2020-000039;23/04/2020;Privato-0095;Privato;Legumi;Fagioli;Aprile;4;2020;24; 60,02 € ;q;11;660,22;660,22;20%;2;794,264;Differita;24/04/2020;119;20/08/2020
2020-000040;14/09/2020;Privato-0156;Privato;Ortaggi;Cavoli;Settembre;9;2020;15; 23,11 € ;kg;2;46,22;46,22;20%;8;63,464;Differita;15/09/2020;18;02/10/2020
2020-000041;25/05/2020;Privato-0690;Privato;Cereali;Miglio;Giugno;6;2020;2; 322,65 € ;t;5;1613,25;1613,25;20%;11;1946,9;Differita;02/06/2020;15;09/06/2020
2020-000042;30/05/2020;Privato-0097;Privato;Frutta;Prugne;Maggio;5;2020;31; 4,26 € ;kg;12;51,12;51,12;20%;2;63,344;Differita;31/05/2020;90;28/08/2020
2020-000043;06/04/2020;RagSoc-0061;RagSoc;Frutta;Pesche;Maggio;5;2020;28; 4,76 € ;kg;20;95,2;95,2;20%;30;144,24;Differita;28/05/2020;56;01/06/2020
2020-000044;01/04/2020;Privato-0745;Privato;Ortaggi;Meloni;Aprile;4;2020;7; 1,50 € ;kg;14;21;59,84;20%;2;73,808;Differita;07/04/2020;96;06/07/2020
2020-000044;11/01/2020;Privato-0338;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2020;11; 1,36 € ;Confezione;14;19,04;59,84;20%;1;72,808;Immediata;11/01/2020;0;11/01/2020
2020-000044;12/09/2020;Privato-0489;Privato;Ortaggi;Patate;Settembre;9;2020;13; 19,80 € ;kg;1;19,8;59,84;20%;3;74,808;Differita;13/09/2020;30;12/10/2020
2020-000045;07/04/2020;Privato-0600;Privato;Ortaggi;Cetrioli;Aprile;4;2020;19; 12,08 € ;kg;2;24,16;31,76;20%;6;44,112;Differita;19/04/2020;114;30/07/2020
2020-000045;18/04/2020;Privato-0728;Privato;Frutta;Mele;Maggio;5;2020;10; 0,95 € ;kg;8;7,6;31,76;20%;65;103,112;Differita;10/05/2020;78;05/07/2020
2020-000046;25/01/2020;Privato-0780;Privato;Altre piante;Piante d'arredo;Annuale;1;2020;25; 32,01 € ;Pezzo;13;416,13;416,13;20%;8;507,356;Immediata;25/01/2020;0;25/01/2020
2020-000048;25/04/2020;Privato-0333;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2020;27; 0,80 € ;Confezione;20;16;16;20%;4;23,2;Differita;27/04/2020;13;08/05/2020
2020-000050;09/09/2020;RagSoc-0095;RagSoc;Ortaggi;Finocchi;Settembre;9;2020;14; 14,06 € ;kg;5;70,3;70,3;20%;0;84,36;Differita;14/09/2020;46;25/10/2020
2020-000053;02/03/2020;RagSoc-0087;RagSoc;Ortaggi;Zucche;Aprile;4;2020;24; 17,06 € ;kg;17;290,02;422,9;20%;38;545,48;Differita;24/04/2020;104;14/06/2020
2020-000053;30/03/2020;RagSoc-0021;RagSoc;Ortaggi;Cetrioli;Aprile;4;2020;25; 12,08 € ;kg;11;132,88;422,9;20%;16;523,48;Differita;25/04/2020;110;18/07/2020
2020-000055;05/09/2020;Privato-0022;Privato;Ortaggi;Broccoli;Settembre;9;2020;13; 22,73 € ;kg;15;340,95;340,95;20%;1;410,14;Differita;13/09/2020;61;05/11/2020
2020-000057;13/04/2020;Privato-0763;Privato;Legumi;Ceci;Aprile;4;2020;13; 98,73 € ;q;18;1777,14;1777,14;20%;57;2189,568;Immediata;13/04/2020;0;13/04/2020
2020-000058;12/05/2020;RagSoc-0005;RagSoc;Cereali;Sorgo;Giugno;6;2020;20; 329,91 € ;t;2;659,82;659,82;20%;20;811,784;Differita;20/06/2020;60;11/07/2020
2020-000061;24/08/2020;Privato-0757;Privato;Cereali;Farro;Settembre;9;2020;12; 318,14 € ;t;10;3181,4;3181,4;20%;0;3817,68;Differita;12/09/2020;59;22/10/2020
2020-000062;29/05/2020;Privato-0125;Privato;Frutta;Prugne;Maggio;5;2020;31; 4,26 € ;kg;10;42,6;42,6;20%;39;90,12;Differita;31/05/2020;28;26/06/2020
2020-000063;27/06/2020;Privato-0616;Privato;Cereali;Miglio;Giugno;6;2020;30; 322,65 € ;t;2;645,3;645,3;20%;1;775,36;Differita;30/06/2020;106;11/10/2020
2020-000064;24/07/2020;RagSoc-0052;RagSoc;Frutta in guscio;Mandorle;Agosto;8;2020;26; 7,45 € ;kg;10;74,5;74,5;20%;0;89,4;Differita;26/08/2020;78;10/10/2020
2020-000068;31/12/2020;RagSoc-0022;RagSoc;Altre piante;Piante per l'industria;Annuale;1;2021;21; 37,73 € ;Pezzo;8;301,84;301,84;20%;1;363,208;Differita;21/01/2021;109;19/04/2021
2020-000069;16/08/2020;RagSoc-0005;RagSoc;Viti;Uva per vinificazione;Settembre;9;2020;1; 33,74 € ;q;19;641,06;641,06;20%;0;769,272;Differita;01/09/2020;44;29/09/2020
2020-000070;08/05/2020;Privato-0629;Privato;Frutta;Fragole;Maggio;5;2020;8; 4,94 € ;kg;13;64,22;2936,73;20%;6;3530,076;Immediata;08/05/2020;0;08/05/2020
2020-000070;09/08/2020;RagSoc-0081;RagSoc;Cereali;Orzo;Settembre;9;2020;5; 316,64 € ;t;6;1899,84;2936,73;20%;5;3529,076;Differita;05/09/2020;97;14/11/2020
2020-000070;28/01/2020;Privato-0015;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2020;29; 37,71 € ;Pezzo;9;339,39;2936,73;20%;0;3524,076;Differita;29/01/2020;42;10/03/2020
2020-000070;09/09/2020;Privato-0643;Privato;Cereali;Orzo;Settembre;9;2020;16; 316,64 € ;t;2;633,28;2936,73;20%;0;3524,076;Differita;16/09/2020;85;03/12/2020
2020-000071;15/09/2020;Privato-0544;Privato;Ulivi;Olive per frantoio;Settembre;9;2020;15; 105,48 € ;q;8;843,8545455;1121,054545;20%;58;1403,265455;Immediata;15/09/2020;0;15/09/2020
2020-000071;07/09/2020;RagSoc-0112;RagSoc;Ortaggi;Patate;Settembre;9;2020;24; 19,80 € ;kg;14;277,2;1121,054545;20%;4;1349,265455;Differita;24/09/2020;32;09/10/2020
2020-000073;29/08/2020;RagSoc-0075;RagSoc;Ulivi;Olive per frantoio;Settembre;9;2020;7; 105,48 € ;q;12;1265,781818;1265,781818;20%;11;1529,938182;Differita;07/09/2020;38;06/10/2020
2020-000074;09/08/2020;Privato-0216;Privato;Frutta in guscio;Anacardi;Agosto;8;2020;9; 7,86 € ;kg;18;141,48;156,82;20%;7;195,184;Immediata;09/08/2020;0;09/08/2020
2020-000074;04/05/2020;Privato-0301;Privato;Frutta;Amarene;Maggio;5;2020;4; 1,18 € ;kg;13;15,34;156,82;20%;1;189,184;Immediata;04/05/2020;0;04/05/2020
2020-000076;11/04/2020;Privato-0005;Privato;Ortaggi;Cetrioli;Aprile;4;2020;12; 12,08 € ;kg;4;48,32;48,32;20%;1;58,984;Differita;12/04/2020;16;27/04/2020
2020-000077;26/04/2020;Privato-0790;Privato;Frutti di bosco;Ribes;Maggio;5;2020;10; 1,52 € ;kg;19;28,88;33,83;20%;0;40,596;Differita;10/05/2020;9;05/05/2020
2020-000077;07/04/2020;Privato-0153;Privato;Spezie piante aromatiche;Menta;Aprile;4;2020;13; 0,55 € ;Confezione;9;4,95;33,83;20%;1;41,596;Differita;13/04/2020;118;03/08/2020
2020-000078;24/08/2020;Privato-0338;Privato;Cereali;Orzo;Settembre;9;2020;6; 316,64 € ;t;16;5066,24;5726,06;20%;0;6871,272;Differita;06/09/2020;39;02/10/2020
2020-000078;12/04/2020;RagSoc-0022;RagSoc;Cereali;Sorgo;Giugno;6;2020;10; 329,91 € ;t;2;659,82;5726,06;20%;3;6874,272;Differita;10/06/2020;62;13/06/2020
2020-000079;15/08/2020;Privato-0417;Privato;Frutta;Mele cotogne;Agosto;8;2020;16; 0,90 € ;kg;7;6,3;1336,172727;20%;2;1605,407273;Differita;16/08/2020;17;01/09/2020
2020-000079;23/08/2020;RagSoc-0008;RagSoc;Ulivi;Olive da tavola;Settembre;9;2020;5; 94,99 € ;q;14;1329,872727;1336,172727;20%;7;1610,407273;Differita;05/09/2020;60;22/10/2020
2020-000082;15/01/2020;RagSoc-0058;RagSoc;Spezie piante aromatiche;Alloro;Annuale;1;2020;20; 1,36 € ;Confezione;19;25,84;25,84;20%;6;37,008;Differita;20/01/2020;11;26/01/2020
2020-000087;07/09/2020;Privato-0472;Privato;Ulivi;Olive da tavola;Settembre;9;2020;7; 94,99 € ;q;10;949,9090909;949,9090909;20%;5;1144,890909;Immediata;07/09/2020;0;07/09/2020
2020-000089;04/09/2020;Privato-0432;Privato;Cereali;Orzo;Settembre;9;2020;9; 316,64 € ;t;13;4116,32;4116,32;20%;29;4968,584;Differita;09/09/2020;68;11/11/2020
2020-000090;27/09/2020;Privato-0090;Privato;Ulivi;Olive per frantoio;Settembre;9;2020;31; 105,48 € ;q;18;1898,672727;1898,672727;20%;4;2282,407273;Differita;01/10/2020;92;28/12/2020
